cellular root,domain,clade,kingdom,subkingdom,phylum,subphylum,class,no rank,order,family,genus,species,input_species,names_match,subclass,suborder,subfamily,species group,tribe,infraclass,cohort,infraorder,superfamily
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus gongylophorus,Leucoagaricus gongylophorus AL2 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus gongylophorus,Leucoagaricus gongylophorus AS2 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus gongylophorus,Leucoagaricus gongylophorus Ac12,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Boletales incertae sedis,Boletales,,Leucogyrophana,Leucogyrophana mollusca,Leucogyrophana mollusca KUC20120723A-06 v1.0,Yes,Agaricomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium creatinivorum,Leucosporidiella creatinivora UCDFST 62-1032 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon perlatum,Lycoperdon perlatum FP-102459-T v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum atratum,Lyophyllum atratum CBS 144462 v1.0,Yes,Agaricomycetidae,Tricholomatineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota fuliginosa,Macrolepiota fuliginosa MF-IS2 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,Malassezia globosa,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia pachydermatis,Malassezia pachydermatis CBS 1879,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis,Malassezia sympodialis ATCC 42132,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia vespertilionis,Malassezia vespertilionis NWHC:44797-103,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Marasmiaceae,Marasmius,Marasmius fiardii,Marasmius fiardii PR-910 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira miltonrushii,Meira miltonrushii MCA 3882 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora allii-populina,Melampsora allii-populina 12AY07 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora americana,Melampsora americana R15-033-03 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,lamiids,Viridiplantae,,Streptophyta,Streptophytina,Magnoliopsida,,Lamiales,Acanthaceae,,Populina,Melampsora larici-populina v2.0,No,,,Acanthoideae,,Justicieae,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora lini,Melampsora lini CH5,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora lini,Melampsora lini CH5 haplotype C v2.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora lini,Melampsora lini CH5 haplotype H v2.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora medusae,Melampsora medusae f. sp. Deltoidae Mmd05TRE539 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora medusae,Melampsora medusae f. sp. tremuloidae Mmt05Ida529 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,,Melampsora,Melampsora x columbiana Clatskanie v1.0,Genus_Search,,,,,,,,,
cellular organisms,Eukaryota,Cyclorrhapha,Metazoa,,Arthropoda,Hexapoda,Insecta,Aschiza,Diptera,Syrphidae,,Melanogaster,Melanogaster broomeianus MBLB.BST v1.0,Genus_Search,Pterygota,Brachycera,Eristalinae,,Brachyopini,Neoptera,Endopterygota,Muscomorpha,Syrphoidea
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Melanotaeniaceae,Melanotaenium,Melanotaenium endogenum,Melanotaenium endogenum CBS481.91 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Kriegeriales,Kriegeriaceae,Meredithblackwellia,Meredithblackwellia eburnea,Meredithblackwellia eburnea MCA 4105 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Meripilaceae,Meripilus,Meripilus sumstinei,Meripilus sumstinei FP 105329 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,,,,,,Microbotryomycetes,Microbotryomycetes incertae sedis isolate P6C30 v1.0,Genus_Search,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,unclassified Microbotryomycetes,,,,Microbotryomycetes sp.,Microbotryomycetes sp. P2C70 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum intermedium,Microbotryum intermedium 1389 BM 12 12,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,Microbotryum lychnidis-dioicae p1A1 Lamole,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Mixiomycetes,,Mixiales,Mixiaceae,Mixia,Mixia osmundae,Mixia osmundae IAM 14324 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces antarcticus,Moesziomyces antarcticus JCM 10317,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces aphidis,Moesziomyces aphidis DSM 70725,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Moniliellomycetes,unclassified Moniliella,Moniliellales,Moniliellaceae,Moniliella,Moniliella sp.,Moniliella sp. MCA 3643 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Marasmiaceae,Moniliophthora,Moniliophthora perniciosa,Moniliophthora perniciosa FA553,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Marasmiaceae,Moniliophthora,Moniliophthora roreri,Moniliophthora roreri MCA 2997,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia frigida,Mrakia frigida ATCC 22029 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Russulales,Russulaceae,Multifurca,Multifurca ochricompacta,Multifurca ochricompacta BPL690 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Phallales,Phallaceae,Mutinus,Mutinus elegans,Mutinus elegans ME.BST v1.0,Yes,Phallomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena albidolilacea,Mycena albidolilacea CBHHK002 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena alexandri,Mycena alexandri CBHHK200 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena amicta,Mycena amicta BAPX v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,,Mycena,Mycena belliae CBHHK173m v1.0,Genus_Search,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena capillaripes,Mycena capillaripes Frankland 9286 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena crocata,Mycena crocata CBHHK184 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena epipterygia,Mycena epipterygia CBHHK145m v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena filopes,Mycena filopes CBHHK001 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena floridula,Mycena floridula CBHHK072 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena galericulata,Mycena galericulata CBHHK162m v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena galopus,Mycena galopus ATCC-62051 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena haematopus,Mycena haematopus CBHHK189 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena latifolia,Mycena latifolia 10383 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena leptocephala,Mycena leptocephala CBHHK5/15 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena maculata,Mycena maculata CBHHK188m v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena metata,Mycena metata CBHHK182m v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena olivaceomarginata,Mycena olivaceomarginata CBHHK47/15 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena polygramma,Mycena polygramma CBHHK137 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena pura,Mycena pura 9144 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena rebaudengoi,Mycena rebaudengoi CBHHK068 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena rosella,Mycena rosella CBHHK067 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena sanguinolenta,Mycena sanguinolenta CBHHK176m v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Mycena,Agaricales,Mycenaceae,Mycena,Mycena sp.,Mycena sp. CBHHK59/15 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena vitilis,Mycena vitilis CBHHK169m v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Mycena,Mycena vulgaris,Mycena vulgaris CBHHK164 v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Nidulariaceae,Mycocalia,Mycocalia denudata,Mycocalia denudata CBS 494.85 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Naemateliaceae,,Naematelia,Naematelia encephela UCDFST 68-887.2 v1.0,Genus_Search,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia friedmannii,Naganishia friedmannii 6030m v2.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia vishniacii,Naganishia vishniacii ANT03-052 v1.1,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Classiculomycetes,,Classiculales,Classiculaceae,Classicula,Classicula fluitans,Naiadella fluitans ATCC 64713 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,,Naohideales,Naohideaceae,Naohidea,Naohidea sebacea,Naohidea sebacea CBS 8477 (P95) v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Gloeophyllales,Gloeophyllaceae,Neolentinus,Neolentinus lepideus,Neolentinus lepideus v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Niaceae,Nia,Nia vibrissa,Nia vibrissa CBS 119815 v1.0,Yes,Agaricomycetidae,Schizophyllineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Nidula,Agaricales,Nidulariaceae,Nidula,Nidula sp.,Nidula sp. CBS 380.80 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Nidulariaceae,Nidularia,Nidularia deformis,Nidularia deformis CBS 156.42 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Gelatoporiaceae,Obba,Obba rivulosa,Obba rivulosa 3A-2 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Auriculariales incertae sedis,Auriculariales,,Oliveonia,Oliveonia pauxilla,Oliveonia pauxilla MPI-PUGE-AT-0066 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Omphalotaceae,Omphalotus,Omphalotus olearius,Omphalotus olearius,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Hymenochaetales,Hymenochaetaceae,Onnia,Onnia scaura,Onnia scaura P-53A v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Physalacriaceae,Mucidula,Mucidula mucida,Oudemansiella mucida CBS 558.79 v1.0,No,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricales incertae sedis,Agaricales,,Panaeolus,Panaeolus papilionaceus,Panaeolus papilionaceus CIRM-BRFM 715 v1.0,Yes,Agaricomycetidae,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Panellus,Panellus stipticus,Panellus stipticus KUC8834 v1.1,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Mycenaceae,Panellus,Panellus stipticus,Panellus stipticus LUM v1.0,Yes,Agaricomycetidae,Marasmiineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Panaceae,Panus,Panus rudis,Panus rudis PR-1116 ss-1 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Rhynchogastremaceae,Papiliotrema,Papiliotrema laurentii,Papiliotrema laurentii 5307AH v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Boletales,Gyrodontaceae,Paragyrodon,Paragyrodon sphaerosporus,Paragyrodon sphaerosporus FC442 v2.0,Yes,Agaricomycetidae,Paxilineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Corticiales,Corticiaceae,Paullicorticium,Paullicorticium ansatum,Paullicorticium ansatum OMC1603 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Boletales,Paxillaceae,Paxillus,Paxillus adelphus,Paxillus adelphus Ve08.2h10 v2.0,Yes,Agaricomycetidae,Paxilineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Boletales,Paxillaceae,Paxillus,Paxillus ammoniavirescens,Paxillus ammoniavirescens Pou09.2 v1.0,Yes,Agaricomycetidae,Paxilineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Boletales,Paxillaceae,Paxillus,Paxillus involutus,Paxillus involutus ATCC 200175 v1.0,Yes,Agaricomycetidae,Paxilineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Peniophora,Russulales,Peniophoraceae,Peniophora,Peniophora sp.,Peniophora sp. CONTA v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,unclassified Peniophora,Russulales,Peniophoraceae,Peniophora,Peniophora sp.,Peniophora sp. v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Perenniporia,Perenniporia fraxinea,Perenniporia fraxinea SS3,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Polyporaceae,Poriella,Poriella subacida,Perenniporia subacida PersubVin-SM18 v1.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Agaricales,Chromocyphellaceae,Phaeosolenia,Phaeosolenia platensis,Phaeosolenia platensis CBS 268.64 v1.0,Yes,Agaricomycetidae,Agaricineae,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Phakopsoraceae,Phakopsora,Phakopsora pachyrhizi,Phakopsora pachyrhizi K8108 v2.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Phakopsoraceae,Phakopsora,Phakopsora pachyrhizi,Phakopsora pachyrhizi MT2006 v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Phakopsoraceae,Phakopsora,Phakopsora pachyrhizi,Phakopsora pachyrhizi UFV02 v2.1,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Phanerochaetaceae,Phanerochaete,Phanerochaete carnosa,Phanerochaete carnosa HHB-10118-Sp v1.0,Yes,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Phanerochaetaceae,Phanerodontia,Phanerodontia chrysosporium,Phanerochaete chrysosporium RP-78 v2.2,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Phanerochaetaceae,Phanerodontia,Phanerodontia chrysosporium,Phanerochaete chrysosporium RP-78 v3.0,No,,,,,,,,,
cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Phanerochaetaceae,Phanerodontia,Phanerodontia chrysosporium,Phanerochaete chrysosporium RP-78 v4.0,No,,,,,,,,,
